thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
0,0,0,,,,,,left,23.301181750022806,None,space,13.24534645798849,None,,,,,space,24.235960166028235,None,space,30.641562332981266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.02838341600727,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,195.0656867910293,219.31864254100947,space,24.235960166028235,None,219.31912658299552,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,219.34212691604625,249.98560995800653,space,30.641562332981266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.9857825000072,250.01417712500552,250.01417712500552,346.9918465830269,space,96.9747114579659,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,,
0,0,0,,,,,,,,,,,,,,,,,,,,,,Run1,1,lowloss,1.5,2.5,1,Drift3,1,space,8.230356957996264,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,0.02779050002573058,0.5325124170049094,1.33577016700292,right,1,0.7920898330048658,0.1564714580308646,right,stimuli_sets/set1_5.png,3.013843333988916,optimal,1,True,1,0,0,5.51115341699915,6.517157624999527,6.51722229202278,,,,,,,,,,,,0,0,0,0,0,0,0,0,,355.29562887502834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0019171659951,347.0127117080265,347.0127117080265,355.25702687504236,space,8.230356957996264,None,355.2572030409938,355.25725612504175,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,0.02779050002573058,355.28509733302053,355.29562887502834,0.027744708000682294,355.79395337501774,355.79395337501774,355.79395337501774,355.79395337501774,0.5325124170049094,1.33577016700292,358.270922375028,right,1,0.7920898330048658,0.1564714580308646,right,stimuli_sets/set1_5.png,3.013843333988916,358.27117954101413,358.28174979100004,360.7847930830321,360.7682587080053,optimal,1,True,1,0,0,5.51115341699915,360.7766300830408,360.7847930830321,361.77439441601746,6.517157624999527,6.51722229202278,361.7745185410022,361.7841789580416,363.2762954159989,363.26722858304856,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0,
1,1,0,,,,,,,,,,,,,,,,,,,,,,Run1,2,lowloss,1.0,2.0,0,Drift3,2,space,8.230356957996264,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,8.012826749996748,8.517160916991998,9.114416958997026,left,1,0.5891062919981778,0.12465395801700652,left,stimuli_sets/set1_5.png,11.029084333975334,optimal,1,False,0,-0.25,-0.25,13.032996875001118,14.029768000007607,14.029895125015173,,,,,,,,,,,,0,0,0,0,0,1,1,1,,363.2762954159989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,8.012826749996748,363.27013887499925,363.2762954159989,0.002874333004001528,363.7778465830488,363.7778465830488,363.7778465830488,363.7778465830488,8.517160916991998,9.114416958997026,366.28624245803803,left,1,0.5891062919981778,0.12465395801700652,left,stimuli_sets/set1_5.png,11.029084333975334,366.2863925410202,366.2998156250105,368.3025159999961,368.29013808304444,optimal,1,False,0,-0.25,-0.25,13.032996875001118,368.29599845799385,368.3025159999961,369.2869805000373,14.029768000007607,14.029895125015173,369.2872213750379,369.30236375000095,370.3058567910339,370.2869514580234,366.28607758303406,366.28607758303406,366.28607758303406,369.30236375000095,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.25,
2,2,0,,,,,,,,,,,,,,,,,,,,,,Run1,3,lowgain,2.0,1.5,1,Drift1,1,space,8.230356957996264,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,15.042095042008441,15.546643875015434,16.41351487499196,left,1,0.8476077500381507,0.1226198339718394,left,stimuli_sets/set1_1.png,18.047347166982945,optimal,1,True,1,0.25,0.0,19.563662125030532,20.56185837497469,20.56193104200065,,,,,,,,,,,,0,0,0,0,0,2,2,2,,370.3058567910339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,15.042095042008441,370.2994625000283,370.3058567910339,0.012470790999941528,370.80825600004755,370.80825600004755,370.80825600004755,370.80825600004755,15.546643875015434,16.41351487499196,373.3044294580468,left,1,0.8476077500381507,0.1226198339718394,left,stimuli_sets/set1_1.png,18.047347166982945,373.3046840830357,373.3205495000002,374.83265700004995,374.8207822080003,optimal,1,True,1,0.25,0.0,19.563662125030532,374.8263847079943,374.83265700004995,375.81909662502585,20.56185837497469,20.56193104200065,375.8192285410478,375.8295103330165,377.8370373750222,377.8205954580335,,,,375.8295103330165,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
3,3,0,,,,,,,,,,,,,,,,,,,,,,Run1,4,lowloss,1.5,1.5,1,Drift3,3,space,8.230356957996264,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,22.573565749975387,23.078068292001262,23.896434499998577,left,1,0.8081499590189196,0.1350269999820739,left,stimuli_sets/set1_5.png,25.566157624998596,optimal,1,True,1,0,0.0,27.065803708974272,28.063135083997622,28.063270542013925,,,,,,,,,,,,0,0,0,0,0,3,3,3,,377.8370373750222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,22.573565749975387,377.8309393750387,377.8370373750222,0.01025333401048556,378.3397245000233,378.3397245000233,378.3397245000233,378.3397245000233,23.078068292001262,23.896434499998577,380.82324837503256,left,1,0.8081499590189196,0.1350269999820739,left,stimuli_sets/set1_5.png,25.566157624998596,380.8234930000035,380.8313345410279,382.3351261250209,382.322932458017,optimal,1,True,1,0,0.0,27.065803708974272,382.3269803330186,382.3351261250209,383.32035541604273,28.063135083997622,28.063270542013925,383.32058983301977,383.33577558305115,384.83216729102423,384.81893750000745,,,,383.33577558305115,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
4,4,0,,,,,,,,,,,,,,,,,,,,,,Run1,5,highgain,1.5,1.5,0,Drift4,1,space,8.230356957996264,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,29.568786334013566,30.072969041997567,30.73160524998093,right,1,0.645945624972228,0.1427993749966845,right,stimuli_sets/set1_7.png,32.57924212497892,optimal,1,False,0,0,0.0,34.081508499977645,35.07887258398114,35.07894558401313,,,,,,,,,,,,0,0,0,0,0,4,4,4,,384.83216729102423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,29.568786334013566,384.8261134159984,384.83216729102423,0.0071193339535966516,385.33408699999563,385.33408699999563,385.33408699999563,385.33408699999563,30.072969041997567,30.73160524998093,387.8363254160504,right,1,0.645945624972228,0.1427993749966845,right,stimuli_sets/set1_7.png,32.57924212497892,387.8365790829994,387.8492967080092,389.3506604160066,389.33854783303104,optimal,1,False,0,0,0.0,34.081508499977645,389.34346670802915,389.3506604160066,390.33611083304277,35.07887258398114,35.07894558401313,390.3362415000447,390.3521712910151,391.853615250031,391.8363856660435,,,,390.3521712910151,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
5,5,0,,,,,,,,,,,,,,,,,,,,,,Run1,6,highgain,1.5,2.0,1,Drift4,2,space,8.230356957996264,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,36.581561792001594,37.086169874994084,38.62888525001472,left,0,1.5306019590352662,0.13448091596364975,left,stimuli_sets/set1_8.png,39.57983200001763,suboptimal,0,False,0,0,0.0,41.583843417000026,42.58011791697936,42.580217083974276,,,,,,,,,,,,0,0,0,0,0,5,5,5,,391.853615250031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,36.581561792001594,391.8388999160379,391.853615250031,0.0024594590067863464,392.34777633304475,392.34777633304475,392.34777633304475,392.34777633304475,37.086169874994084,38.62888525001472,394.83699300000444,left,0,1.5306019590352662,0.13448091596364975,left,stimuli_sets/set1_8.png,39.57983200001763,394.8371438330505,394.8534215410473,396.848274916003,396.84095491602784,suboptimal,0,False,0,0,0.0,41.583843417000026,396.84116500004893,396.848274916003,397.83735000004526,42.58011791697936,42.580217083974276,397.8375220000162,397.85423941601766,399.3574518749956,399.3416650410509,,,,397.85423941601766,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,0.0,
6,6,0,,,,,,,,,,,,,,,,,,,,,,Run1,7,highloss,2.0,1.5,0,Drift2,1,space,8.230356957996264,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,44.093965041975025,44.59880920901196,45.51289304200327,right,1,0.9041755829821341,0.1750423340126872,right,stimuli_sets/set1_3.png,47.091081999999005,optimal,1,False,0,-0.5,-0.5,48.58672533399658,49.583408874983434,49.5834745420143,,,,,,,,,,,,0,0,0,0,0,6,6,6,,399.3574518749956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,44.093965041975025,399.3513192910468,399.3574518749956,0.009614874958060682,399.8602021250408,399.8602021250408,399.8602021250408,399.8602021250408,44.59880920901196,45.51289304200327,402.348235958023,right,1,0.9041755829821341,0.1750423340126872,right,stimuli_sets/set1_3.png,47.091081999999005,402.34839166601887,402.35775316599756,403.8537001660443,403.84381250001024,optimal,1,False,0,-0.5,-0.5,48.58672533399658,403.8471612500143,403.8537001660443,404.84065091604134,49.583408874983434,49.5834745420143,404.84076912503224,404.8568987910403,406.85466404102044,406.8432043750072,,,,404.8568987910403,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
7,7,0,,,,,,,,,,,,,,,,,,,,,,Run1,8,lowloss,1.0,2.5,1,Drift3,4,space,8.230356957996264,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,51.591197333997115,52.09582450002199,53.6816993340035,left,1,1.575833250011783,0.14906633301870897,left,stimuli_sets/set1_5.png,54.59070158400573,optimal,1,True,1,0,-0.5,57.100277375022415,58.0965962500195,58.09672525001224,,,,,,,,,,,,0,0,0,0,0,7,7,7,,406.85466404102044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,51.591197333997115,406.84853116603335,406.85466404102044,0.005299958982504904,407.3571520000114,407.3571520000114,407.3571520000114,407.3571520000114,52.09582450002199,53.6816993340035,409.8478689159965,left,1,1.575833250011783,0.14906633301870897,left,stimuli_sets/set1_5.png,54.59070158400573,409.8480110410019,409.8586617500405,412.3695722499979,412.35731004102854,optimal,1,True,1,0,-0.5,57.100277375022415,412.3626287910156,412.3695722499979,413.3538198330207,58.0965962500195,58.09672525001224,413.35404591599945,413.36919158301316,414.3767928330344,414.3626442080131,409.847732291033,409.847732291033,409.847732291033,413.36919158301316,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
8,8,0,,,,,,,,,,,,,,,,,,,,,,Run1,9,lowgain,1.5,2.0,1,Drift1,2,space,8.230356957996264,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,59.113613291992806,59.61801733402535,60.40421975002391,right,0,0.7752142919925973,0.18908537505194545,right,stimuli_sets/set1_2.png,62.111834583978634,suboptimal,0,False,0,0,-0.5,64.11770087498007,65.11567591701169,65.11579683399759,,,,,,,,,,,,0,0,0,0,0,8,8,8,,414.3767928330344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,59.113613291992806,414.3709453330375,414.3767928330344,0.00822675001109019,414.87901737500215,414.87901737500215,414.87901737500215,414.87901737500215,59.61801733402535,60.40421975002391,417.36899929103674,right,0,0.7752142919925973,0.18908537505194545,right,stimuli_sets/set1_2.png,62.111834583978634,417.36914104101015,417.38608862500405,419.3866575410357,419.37474475003546,suboptimal,0,False,0,0,-0.5,64.11770087498007,419.3794364579953,419.3866575410357,420.3728896660032,65.11567591701169,65.11579683399759,420.37311595800566,420.3879195410409,421.90432912501274,421.89156375004677,,,,420.3879195410409,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
9,9,0,,,,,,,,,,,,,,,,,,,,,,Run1,10,highgain,1.5,1.5,1,Drift4,3,space,8.230356957996264,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,66.64094479201594,67.14551150001353,68.44782541698078,right,0,1.2863679169677198,0.11671062500681728,right,stimuli_sets/set1_8.png,69.63901691697538,suboptimal,0,False,0,0,-0.5,71.13935729197692,72.13676050002687,72.13683583401144,,,,,,,,,,,,0,0,0,0,0,9,9,9,,421.90432912501274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,66.64094479201594,421.8983044580091,421.90432912501274,0.006661500025074929,422.4069064159994,422.4069064159994,422.4069064159994,422.4069064159994,67.14551150001353,68.44782541698078,424.8961888329941,right,0,1.2863679169677198,0.11671062500681728,right,stimuli_sets/set1_8.png,69.63901691697538,424.8963187910267,424.902155333024,426.4026390410145,426.39650195802096,suboptimal,0,False,0,0,-0.5,71.13935729197692,426.3966645000037,426.4026390410145,427.39399400004186,72.13676050002687,72.13683583401144,427.3941320410231,427.40042237500893,428.9009362910292,428.8863785410067,,,,427.40042237500893,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-0.5,
